Notes,Lab Status,label
They are living with honey bees in the ground in 2 different mounds/berms on the beach side of this property.,Negative ID,0
Found on front bumper. Was still alive. Assuming it hit my front bumper on dry creek rd between 195 & sr27,Negative ID,0
found dead in a piece of equipment that came down from BC on 6/5/20,Negative ID,0
Additional photos,Negative ID,0
This is second sighting. First one perhaps a week earlier,Negative ID,0
The bee was caught in a spider web at our house. I captured it into a jar,Negative ID,0
This one is only an inch long but not sure if it’s a baby,Negative ID,0
"My fiance found it alive by our chairs at the washougal river. I think it got blown into river by the 20 mph winds, swam out of the river and was trying to dry off. It was huge! I am deathly allergic to bees and tentatively went and looked at it. Had a s",Negative ID,0
Murder hornets?,Negative ID,0
"doesn't fit color scheme but size seems right, i've never seen one of these before.",Negative ID,0
Flew past me and landed on a tree in my yard.it is approximately 2” long.,Negative ID,0
"It was HUGE! Just got our tent set-up,kids crawled in to check it out & then I heard my son yelling.",Negative ID,0
In dogs water bowl.,Negative ID,0
Burrowing in the newly mowed lawn in my front yard,Negative ID,0
Got ran over in the garage. But the 2nd one I’ve found on the property that appears to be oversized bees. Both were ran over unfortunately.,Negative ID,0
"I have seen a lot of yellow jackets and wasps on the security cameras but nothing this big so I am reporting it just in case. The photos are not zoomed in and the camera is mounted up high, I thought at first this was a bird.",Negative ID,0
"I sent a message several days ago that I saw what I think was a murder hornet in my yard. Today, I found one dead on my driveway. I have attached a photo.",Negative ID,0
Found dead on driveway,Negative ID,0
Damn near 2in long and thick,Negative ID,0
"Suspect murder hornet found in Lilliwaup, WA along Eagle Creek",Negative ID,0
Twitching on the ground,Negative ID,0
Trail behind Haggens grocery.This morning on my trail walk I spotted and photographed and dead hornet.,Negative ID,0
"North Kitsap  County, Kingston. I have the specimen trapped now its alive. Its got a huge stinger on him.",Negative ID,0
"Found on Camano Island, Wa.",Negative ID,0
Possible see one at the Semiahmoo spit near the small parking lot/pull off along side the trail.,Negative ID,0
Have seen multiple hornets in our back yard and nearby - the picture provided is from a zoomed in video which we can send if necessary,Negative ID,0
"1"" , black head orange tail and looked bigger before squished.",Negative ID,0
bizarre aggressive very large wasp I've never seen before,Negative ID,0
"While docking my kayak I heard a loud buzz and then saw this flying at me.  I swat it with my hat.  I tried to step on it and it still didn't die.  I trapped it with a rock and got a pair of pliers, it tried to sting and pinch the pliers.  It wasn't unti",Negative ID,0
Found dead on sidewalk in Seattle (1st and University). Not sure if it is a hornet or not. Shoe in picture for size.,Negative ID,0
I found it on the beach didn’t think about keeping it .,Negative ID,0
"A very large hornet about 1.25 inches long. It doesn't have the vivid yellow face but has a very big, mean looking stinger.",Negative ID,0
It followed me into the porch and I caught it in a mason jar.,Negative ID,0
Was laying in the middle of the road. Took pictures before and after it was ran over.,Negative ID,0
Attached photos of the insect are of it alive. We killed it and have kept it in a container if further inspection is needed.,Negative ID,0
Found in a spider web,Negative ID,0
Found in my garage. It’s now in a jar in my garage.,Negative ID,0
I was picking my green beans from the garden a saw the bee alive on the leaf.,Negative ID,0
I have caught what may be an Asian Giant Hornet. I have sighted this bug 4 times on our property in Freeland Wa. The insect is 1.75 inches from nose to end of stinger. The face has a small amount of orange above both eyes. The legs are black and yellow.,Negative ID,0
"Was about an inch and a half long, but I didn't want to get too close so this photo is zoomed in and grainy l",Negative ID,0
It was surrounded by other bees and we could clearly tell it was larger and a different color,Negative ID,0
You can call me on my cell 206-255-7713 if you can't access this video.,Negative ID,0
"This was flying around our worksite.  We stepped on it then took the attached photo.  This was in Kent, WA",Negative ID,0
It was on the woodpile caught it it's alive .,Negative ID,0
We were in the Wallace River off the bridge close to 1st street.  A chair was sitting in the water.  I looked at the chair and saw the bee crawl up on the chair out of the water.  It crawled up to the arm and sat there in the sun.  Its wings looked at le,Negative ID,0
I reported this earlier and did not think that had a picture .attached is a poto that I took of it,Negative ID,0
"It is my Mom,  She is 95.  She took the photo.",Negative ID,0
"Didn't notice the orange face, so not sure. Measured 1 1/4 inches. Large hook shaped stinger.",Negative ID,0
Landed in the backyard of house that is close to a cherry orchard. Picture taken from about one foot away.,Negative ID,0
Came right up to my Arlo camera.,Negative ID,0
"Upon looking at the pictures of native species on your website, it looks like a baled-faced hornet. I have never even seen that kind of hornet either so I've attached a photo anyways, just in case.",Negative ID,0
Seen on my mint plant this morning in West Seattle.,Negative ID,0
Driving north I-5 hit windshield,Negative ID,0
I was walking on the selah cliffs trail and found this on the dirt. I thought the head looked kind of like the murder hornet pictures I've seen.,Negative ID,0
Found dead hornet in pool filter.,Negative ID,0
"On the ground, not really moving too much.",Negative ID,0
Seen on garlic flower,Negative ID,0
"landed on my window at the spokane airport. it would not fly off despite driving nearly 40 mph, so i killed it because i was afraid it would get in my car when i opened my door. the picture is not great but i compared it to a picture in person and i was",Negative ID,0
This was flying around our yard so we sprayed with wasp spray so we could catch it.,Negative ID,0
"Was attacking our honeybees, significantly larger than all bees found in this area. Matches photos and description. TRAPPED TWO HORNETS alive, killed a third. varying in size but all around an american quarter circumference when rolled up. The photo belo",Negative ID,0
I found this group of bees at the park. They were all together at random distances from each other. They were not there yesterday afternoon. So maybe this happen overnight. They are dehydrated and some of them looked as if they were attacked by another i,Negative ID,0
Was caught in a spider web at my house. I have it in a pill bottle.,Negative ID,0
Picture was taken at Sumner Rv in Sumner Wa.,Negative ID,0
"This was taken from my ring camera, looks to be trapped in a spider web this is in Ocean Shores",Negative ID,0
Actually appears to be an elm sawfly. Please verify,Negative ID,0
"Found dead insect in parking lot of University Court Apartments 2102 N Walnut St Ellensburg, WA 98926",Negative ID,0
Second hornet. In red onion flowers.,Negative ID,0
Loud as hell when flying,Negative ID,0
Found this in my garage this evening. It is at least 1.5 inches long. Not sure if it is a Murder Hornet. It looks like it is in the early stages of growing hence the translucent body. I covered it with a glass and took these pictures.,Negative ID,0
